gw_timestamp,time_stamp,err_flag,wind_velocity,wind_direction,temperature,humidity,air_pressure,illuminance,rain_level,ultra_violet_a,ultra_violet_b,acceleration_x,acceleration_y,acceleration_z,inclination_xz,inclination_yz,max_wind_velocity,direct_max_wind_velocity,max_inst_wind_velocity,direct_max_inst_wind_velocity
2022-12-01 13:16:22 +07,2022-12-01 13:16:22 +07,32,0.935,77.599998,33,61,1008,83522,0,2.04,0,0,0,1,4,7.5,1.789,71,2.638,102
2022-12-01 13:26:22 +07,2022-12-01 13:26:21 +07,32,1.158,119.400002,34,60,1008,109623,0,2.58,0,0,0,1,3.9,7.4,2.116,145,3.003,82
2022-12-01 13:36:22 +07,2022-12-01 13:36:21 +07,32,0.878,30,34,61,1008,32439,0,2.61,0,0,0,1,4,7.5,1.82,359,3.278,33
2022-12-01 13:46:22 +07,2022-12-01 13:46:21 +07,32,0.868,88,33,60,1008,91848,0,2.61,0,0,0,1,3.9,7.4,1.747,90,2.879,100
2022-12-01 13:56:22 +07,2022-12-01 13:56:21 +07,32,1.127,34.200001,34,59,1007,75460,0,2.61,0,0,0,1,3.9,7.4,2.506,46,3.449,30
2022-12-01 14:06:22 +07,2022-12-01 14:06:22 +07,32,1.238,89.199997,34,58,1007,98873,0,2.61,0,0,0,1,3.9,7.4,2.094,83,2.893,100
2022-12-01 14:16:22 +07,2022-12-01 14:16:21 +07,32,1.246,105,34,56,1007,68871,0,2.61,0,0,0,1,3.8,7.4,2.189,84,3.237,108
2022-12-01 14:26:22 +07,2022-12-01 14:26:22 +07,32,1.714,78,33,58,1007,56769,0,1.81,0,0,0,1,3.9,7.5,2.387,82,3.223,73
2022-12-01 14:36:22 +07,2022-12-01 14:36:22 +07,32,1.313,80.5,33,59,1007,68480,0,1.55,0,0,0,1,3.9,7.5,2.015,33,3.546,103
2022-12-01 14:46:22 +07,2022-12-01 14:46:21 +07,32,1.708,78.099998,33,59,1007,54058,0,1.25,0,0,0,1,3.9,7.5,2.29,86,3.508,105
2022-12-01 14:56:22 +07,2022-12-01 14:56:21 +07,32,1.145,79.099998,33,59,1006,46906,0,1.07,0,0,0,1,3.9,7.5,1.721,69,2.974,94
2022-12-01 15:06:22 +07,2022-12-01 15:06:22 +07,32,1.223,84.599998,33,60,1006,39836,0,1.07,0,0,0,1,3.9,7.5,2.992,91,4.075,79
